phi,T (K),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.3,1066.2525262356726,9.029100187510492e-11,1.1367002215012176e-13,3.925853897799468e-10,0.14253945684033967,2.7478680308661593e-07,0.061099698502407845,1.4755238044119515e-09,1.4500350182043463e-10,9.657452209651986e-48,3.3847839755481133e-49,3.532774115112151e-47,2.477869691132127e-49,7.775474935633892e-44,3.435979196705077e-42,4.0684955147961285e-11,0.030549918393757963,8.371931051630934e-26,1.9557613513051748e-27,3.7500039772012546e-39,1.1157538282518865e-41,4.3697643775894204e-39,2.1300287370735886e-66,4.09549138668843e-59,1.114738674827344e-69,4.7405102362758055e-67,1.9781536251568127e-77,3.989483825151089e-77,1.6677427983650328e-51,2.233578348891909e-49,1.005870417010913e-55,9.175390415978421e-21,3.044629217578222e-22,4.1359948142269638e-22,2.906019207290654e-19,6.193052040324221e-20,5.0594619875173954e-05,1.4599302096135479e-06,3.878105676256538e-09,7.008997628786791e-14,5.111735021545553e-37,1.6186325193814024e-30,9.798928410842969e-44,3.144313860323131e-49,3.821524414225045e-36,2.651692041291969e-27,3.9265744950994886e-22,3.412545070821251e-26,0.7657585909042287,0.0,7.514921057448684e-112,1.5841507720079395e-111,2.763518581985082e-60,8.005101504807512e-60
0.4,1280.7712601574208,1.4240032019573364e-08,9.674905565614738e-11,4.32313485715625e-08,0.12083331225704215,6.547938869612272e-06,0.08064182273450543,1.852486694312217e-08,1.332692387063093e-09,2.086456190542974e-38,8.893312937451935e-40,2.249045276662842e-38,3.1542129881735057e-40,5.60474588438959e-36,4.2226517454598637e-35,1.200315674907963e-08,0.04032254879197676,5.2571018891204e-21,8.179263097279933e-23,1.17029654875726e-32,5.895207414571887e-35,4.390594713616651e-33,8.475665193072587e-54,3.27396348924553e-48,3.806777512166592e-57,1.7394517660032887e-55,3.0045589090869134e-64,1.540011823541896e-64,3.8131521367680684e-42,8.562587366891038e-41,4.477639382017404e-46,7.518156864929828e-17,3.217786373272108e-18,2.226305080575792e-18,2.0005555865353604e-16,8.226144904662015e-17,0.0002607405972037682,2.331197728282622e-06,1.7232050143919508e-08,5.589222560595153e-12,5.323847259365412e-30,6.216440455198429e-25,3.951309199214292e-36,6.647968550077377e-41,2.9742509002207875e-30,6.102008945776727e-23,1.2567822947237471e-18,1.042397369025325e-21,0.7579325898161886,0.0,3.1844266343059706e-93,1.6496701669453675e-93,4.784215358122357e-50,4.327117996261623e-50
0.5,1480.1843573182728,4.576811711568907e-07,9.358239386733233e-09,9.729561022777601e-07,0.09940836832265615,5.440898653006677e-05,0.09977137187829235,9.616424824689928e-08,5.858058656639384e-09,4.1536068690522654e-32,2.0899857769564952e-33,2.1174742647864132e-32,4.722756453839166e-34,1.2820695708296192e-30,3.10583026717426e-30,5.730982382753105e-07,0.04989897326403472,9.489125484766696e-18,1.1745128344994375e-19,3.1449212296324633e-28,2.2623100241875482e-30,5.752250619698104e-29,3.012870150187183e-45,8.865405664178862e-41,1.320905858208565e-48,1.4165718326057083e-47,3.0824274157395565e-55,6.607335305200761e-56,8.74796610423646e-36,6.220107839741459e-35,1.693099091675788e-39,3.164498244375975e-14,1.6561758763250281e-15,7.569773180564185e-16,1.785541284543824e-14,1.0562595441697196e-14,0.0007482290577677993,2.941125046399848e-06,4.534820404043712e-08,1.0496137535277625e-10,2.946380143144646e-25,3.962256892249542e-21,5.916445774891809e-31,2.9259917767013605e-35,2.945211759900599e-26,5.646220209254027e-20,3.129460503957076e-16,1.129146301361714e-18,0.7501135467963864,0.0,1.7697470891711226e-80,3.749706415053988e-81,4.6284544397318225e-43,2.009820432612273e-43
0.6000000000000001,1665.9477483103938,5.921715790376692e-06,2.5885890351338087e-07,8.64723465656611e-06,0.07822872792048338,0.0002441787949948158,0.11844027164867411,2.9359994162350813e-07,1.651434905933158e-08,1.516202963832296e-27,8.900414193564344e-29,4.842968662591582e-28,1.5061678051529315e-29,1.1095221826370734e-26,1.2508540632081129e-26,9.707609728776424e-06,0.0592745803562361,2.2550727013641828e-15,2.46949978273135e-17,5.598227750662943e-25,5.217631396704873e-27,6.370436379952819e-26,5.2748069713570634e-39,2.5529444015234533e-35,2.449318968193242e-42,9.700220856761462e-42,1.3461427930427654e-48,1.6127514154372816e-49,3.9203615828280655e-31,1.276644227171107e-30,1.138417525389417e-34,2.4079006888925124e-12,1.5024617905737768e-13,5.294356578381563e-14,4.979544286353049e-13,3.5460016506326153e-13,0.0015121546232028985,3.1510025682556976e-06,8.689111764144379e-08,8.503132234528908e-10,8.213005165426293e-22,2.453996908934154e-18,3.650127548794185e-27,3.7800762009771797e-31,2.393411745817627e-23,8.333021635838224e-18,1.8139746743164453e-14,1.8059932676292566e-16,0.7422720023755552,0.0,4.4629819834814306e-71,5.202433471340949e-72,6.295301839957214e-38,1.6868661784324502e-38
0.7,1838.6195726847366,4.368477904643141e-05,3.252726377113709e-06,4.165265300657696e-05,0.05735429433304873,0.0007317355165823672,0.13653782371685003,6.186932976734952e-07,3.4213860372948335e-08,4.541590088262981e-24,3.1158735043475374e-25,1.1062840234961362e-24,4.413335705694016e-26,1.2808978659500455e-23,8.568042921334709e-24,8.682504605003398e-05,0.06838784904764049,1.5196880087899426e-13,1.588063959719435e-15,1.8564730678675972e-22,2.1076316711789153e-24,1.547781262488408e-23,3.4506504931586644e-34,4.51516690999467e-31,1.8175316119573395e-37,3.5734788160885282e-37,2.0696504329311935e-43,1.679223036260768e-44,1.5420341903225091e-27,2.9297877916603735e-27,6.373042196985683e-31,6.17375773841617e-11,4.5630454359781846e-12,1.3797184672744275e-12,6.80601838749955e-12,5.117962163773887e-12,0.002394256717966396,2.914372892367506e-06,1.330069048255027e-07,3.9877279282558114e-09,3.5743364458226453e-19,3.627220711390083e-16,3.1426666243692005e-24,5.440011360400438e-28,4.074881293129908e-21,3.9359172981665333e-16,4.27406039210112e-13,8.722608536201176e-15,0.7344149211085539,0.0,1.0105840098527255e-63,7.88605166140853e-65,6.201108616602148e-34,1.2120284218725256e-34
0.8,1996.8870240525284,0.00022513622185385389,2.3904965224191505e-05,0.00012572874903447821,0.03709301229031153,0.001619855810572059,0.15385881545685406,9.488904509312857e-07,5.482202464846044e-08,2.540177100204657e-21,2.076124824779168e-22,5.610132112714038e-22,2.707934827014565e-23,4.087698920821319e-21,1.9543490876137565e-21,0.0005141607280218291,0.076939023134775,4.463660374841901e-12,4.772480754912858e-14,2.06890954529607e-20,2.7393168910912193e-22,1.4413536440680787e-21,2.6557439937908464e-30,1.353156533912066e-27,1.723410925779964e-33,2.1039567543732098e-33,3.845326358647135e-39,2.4571146353147885e-40,1.2493218263904984e-24,1.667858957035088e-24,7.194934617927041e-28,7.386475872323291e-10,6.556172842283531e-11,1.8658375695448858e-11,5.949447648422372e-11,4.1615650715025207e-11,0.0030765947275672254,2.252937228495513e-06,1.672422842944159e-07,1.2491003043021943e-08,4.5605080175708346e-17,2.1495685080385962e-14,7.5823711133958825e-22,1.8395667954948204e-25,2.4418407354513817e-19,8.812969081463718e-15,5.6387019568048495e-12,1.8832999560171132e-13,0.7265203305984479,0.0,1.1808045092026277e-57,7.194523483696051e-59,1.1380056059627669e-30,1.8543084261677936e-31
0.9000000000000001,2134.237920745081,0.0009339030982625156,0.00011742654066421,0.00023879007820965353,0.018473961225448567,0.002687186233079364,0.1699745166868758,9.949029617805324e-07,6.557153913735373e-08,4.1583141891261134e-19,4.275343452963778e-20,1.0375899626174219e-19,5.775874855587743e-21,5.912788101403165e-19,2.4403214469080316e-19,0.0023276077549246434,0.08382804405039017,7.38902321387297e-11,8.88599448461319e-13,1.1327046208178314e-18,1.6862180930756144e-20,7.627499012893245e-20,4.9296743126642845e-27,1.370563093093687e-24,4.5549196646841945e-30,4.306328396039281e-30,2.051841129463177e-35,1.2130295638318993e-36,3.572954912111694e-22,4.0520645420089347e-22,2.9221682778464824e-25,4.7238567498702e-09,5.297875532470199e-10,1.5909792112936436e-10,4.0436237154677434e-10,2.194904760440725e-10,0.0030770205362390494,1.2819087478653109e-06,1.6492314353678444e-07,2.693729961870346e-08,2.4671593138217196e-15,7.246531080781202e-13,8.061030081001187e-20,2.2799477505751703e-23,6.903303971065496e-18,1.1904102680822528e-13,5.1383561323694904e-11,2.2471386454186324e-12,0.7183390033863631,0.0,2.4631076692756934e-52,1.3798522772639637e-53,7.324238502693875e-28,1.1522657547061682e-28
1.0,2225.5245834770026,0.0036045255136113305,0.000390346872835523,0.00021565877694276842,0.004622237223344224,0.002875407485003845,0.18346659345859426,4.989233204152956e-07,4.5732488554721274e-08,2.2178095205044438e-17,3.3615347128353755e-18,9.827346325814409e-18,5.956344723566881e-19,6.223564337279208e-17,3.0329723111245845e-17,0.008987939083208718,0.08536421734727699,7.949764317919283e-10,1.3194993200134233e-11,4.114098610317806e-17,6.575072172306045e-19,3.4929105993442525e-18,3.6711267188485465e-24,9.146744099234752e-22,6.921522960091316e-27,7.230036522502505e-27,7.843631895971695e-32,5.6971615174061886e-33,5.3664644672276076e-20,7.105979894493179e-20,6.968485967084704e-23,1.4245388908932858e-08,2.3597344147135147e-09,9.409151776239408e-10,2.6865077324572807e-09,7.555846436249077e-10,0.001888205758403629,3.4628216609830836e-07,1.0018737257296679e-07,3.3663500002551206e-08,6.774012806443836e-14,1.9306510359779688e-11,5.4774426534952945e-18,1.3166521853208056e-21,1.0202088043443738e-16,1.131155669407133e-12,3.8646220948171794e-10,1.543840176572004e-11,0.7085838214732226,0.0,3.540964399458419e-47,2.4283769432304952e-48,2.9528689969545367e-25,5.854759655790016e-26
1.1,2210.3832621978363,0.012388446311024356,0.000665171894581578,5.3726569381576576e-05,0.00034666419336036065,0.001440114959158733,0.18954026388550044,6.914748761171122e-08,1.2418588815813619e-08,1.7286034525653577e-16,5.085821059982241e-17,2.981164433985007e-16,1.7824218731475738e-17,3.8342131173725164e-15,3.757779871906347e-15,0.026146539681878946,0.07534417544481695,4.053975997983502e-09,1.319938728974031e-10,7.366413141745072e-16,1.1639065495958993e-17,1.2447441412733938e-16,5.709365513181622e-22,2.9903351326532284e-19,4.097153962926927e-24,8.699838392230818e-24,1.7088529110159047e-28,2.4805693481923027e-29,2.643613042823949e-18,7.053159443817147e-18,6.584125653380588e-21,1.1796738703145911e-08,3.79217897182908e-09,2.9847002171848893e-09,1.7277700057241608e-08,1.2505489521681989e-09,0.0004945833248063787,2.5352358319104055e-08,2.5974150494415242e-08,1.625121754382894e-08,5.803351477908092e-13,3.4329241300622704e-10,1.7316701751305883e-16,2.044031438451856e-20,4.886226863707871e-16,5.815042771514101e-12,2.062427578111083e-09,4.046888912380429e-11,0.6935801208512571,0.0,2.7128636482641586e-42,3.720285714696288e-43,5.298415938399672e-23,2.0909512572786119e-23
1.2,2136.521896470917,0.02683785274764466,0.0006381727391067957,9.487628927537468e-06,2.8279488610907968e-05,0.000564861248700594,0.18823722351684707,8.168463373999906e-09,2.860139977549394e-09,2.170566170701979e-16,1.1874040469079772e-16,1.5252593952722658e-15,8.509392268807577e-17,4.5907119774322954e-14,1.0022661894617409e-13,0.0452010880701488,0.06263725036408048,7.762508609159747e-09,4.958421011067817e-10,3.4076650241549404e-15,5.0822098150527234e-17,1.2159648380934767e-15,6.831824326041654e-21,9.975941279381807e-18,1.784142741341719e-22,8.907580117513782e-22,2.2839558309272074e-26,7.150234464159532e-27,1.892014654604402e-17,1.1347541284601718e-16,8.24907962023516e-20,4.716132055449873e-09,2.8144109273229803e-09,4.48473845044329e-09,6.021957873403095e-08,1.1235255075907664e-09,0.00011740828857014994,1.9073561957779258e-09,6.102765126615171e-09,5.514976747561285e-09,1.2278268961026808e-12,1.898040308876766e-09,1.1395715822859962e-15,5.910881951928883e-20,7.0934313444876e-16,1.2092116095738633e-11,5.187755952207438e-09,4.2971627396143985e-11,0.6757282625946828,0.0,3.934385330842927e-39,1.1670504949042011e-39,1.1040482843380014e-21,9.203886767800452e-22
1.3,2057.3003096230777,0.04405609503687292,0.0004996104030018641,1.8741255953450746e-06,3.34010640464536e-06,0.00022958076386176942,0.18316195347762484,1.2133726808462406e-09,7.527002141558538e-10,1.3896684266730016e-16,1.2751994327419251e-16,3.318272108952975e-15,1.7093403930256089e-16,2.1848573903600924e-13,9.870270948151673e-13,0.060888105460107304,0.052903307677416335,9.656750941341064e-09,1.1012764904464242e-09,7.89638792518967e-15,1.1026513497901665e-16,5.475715917495114e-15,2.376542238583525e-20,9.286012662621768e-17,1.852572995801814e-21,2.0345437032600833e-20,5.821457858101586e-25,3.6292102282636813e-25,5.298808418840422e-17,6.638046576586126e-16,3.619398996939793e-19,1.6434405600624758e-09,1.6413599659764412e-09,4.8401386186786615e-09,1.4069566000814077e-07,8.183125175818572e-10,3.266554942073556e-05,2.0569451800390564e-10,1.6829356829389578e-09,1.903260492346155e-09,1.43666242586913e-12,5.5168375467865665e-09,3.323061534726728e-15,8.15961446454342e-20,6.433078612375257e-16,1.658017397663037e-11,8.862491731452873e-09,3.31064821991053e-11,0.6582232868131113,0.0,5.198822882943775e-37,3.081550691223977e-37,7.142690584717511e-21,1.1577963906306012e-20
1.4000000000000001,1979.7788871457449,0.06275121524302499,0.00035464815725796576,3.9612846212892976e-07,4.802788257504939e-07,9.545173599085194e-05,0.1758760697117103,2.042168395354245e-10,2.129301368680156e-10,6.543299008427732e-17,9.525388388100289e-17,4.796069981371626e-15,2.2711126922496435e-16,6.635255453264001e-13,5.945645701887141e-12,0.0736172820798032,0.04580906227191665,9.86415871713553e-09,1.907169969702928e-09,1.3139253006611276e-14,1.712793406460134e-16,1.6893116651319506e-14,4.6330207819105505e-20,4.703838446949912e-16,9.674290845887882e-21,2.24549982424678e-19,6.628588331109947e-24,7.863032354621494e-24,9.619419106199399e-17,2.4114920516370876e-15,9.71062080722818e-19,5.406500821959845e-10,8.541214561430891e-10,4.4330261080380605e-09,2.676891094979693e-07,5.390912839758971e-10,9.919143359453577e-06,2.6907034426144453e-11,5.073689876940058e-10,6.67392975228388e-10,1.2797822641137354e-12,1.1808170400290816e-08,6.557592728235778e-15,7.967223467431534e-20,4.716561052796456e-16,1.8794207840914246e-11,1.267913893918208e-08,2.223465556471736e-11,0.6414851632672331,0.0,2.144886642485771e-35,2.4281504920428546e-35,2.6518681341012396e-20,7.975954969616363e-20
1.5000000000000002,1904.795087010183,0.08210548556321032,0.00023590398455304804,8.578677615932991e-08,7.633228914654681e-08,3.982836443857393e-05,0.16730525047183173,3.638488320366801e-11,6.206990371893551e-11,2.54562116477344e-17,5.707208916419842e-17,5.4426374394588715e-15,2.3603702460365245e-16,1.556256483774292e-12,2.716809177936937e-11,0.08416528162317626,0.04060932359046982,8.994530727419757e-09,2.8723801202303637e-09,1.804999140869524e-14,2.1913039977690814e-16,4.208445706281817e-14,6.465337234586816e-20,1.6931393374296498e-15,3.417815749797912e-20,1.6497520900603488e-18,4.785152421761106e-23,1.0578163436598634e-22,1.3673865433793712e-16,6.7332915695275724e-15,1.9766797714721085e-18,1.6946862915870477e-10,4.1086478587134583e-10,3.6610464065112915e-09,4.513510336253338e-07,3.3212789378118794e-10,3.1379733305600716e-06,3.879053004656856e-12,1.596330096517663e-10,2.3361718634342676e-10,9.69807981933714e-13,2.127507641122938e-08,1.0322223160307041e-14,6.331270332796916e-20,3.0477234228649854e-16,1.9129503072407514e-11,1.6468393906248606e-08,1.3781972836333454e-11,0.6255351202167267,0.0,4.599058530690441e-34,9.741015749025839e-34,7.204291447425877e-20,3.9333596590348274e-19
1.6,1832.339206989079,0.10159657238206554,0.00014910390222800407,1.8506800570885066e-08,1.2693873294061593e-08,1.646314695106418e-05,0.15803836731289556,6.591173434582426e-12,1.8178084577306618e-11,8.586620879937791e-18,2.9213286456134455e-17,5.2437881256126636e-15,2.0747597214139456e-16,3.0952164074245403e-12,1.0498058512132198e-10,0.09312607511928549,0.03673326780861274,7.599565689708248e-09,3.964349719455517e-09,2.1880390214643688e-14,2.46774599516485e-16,9.186391604836113e-14,7.23448420134206e-20,4.9269553084273955e-15,9.428035066097943e-20,9.455452533771794e-18,2.6036659664843953e-22,1.0665620153265972e-21,1.6606657441851734e-16,1.600867009729353e-14,3.380899531903445e-18,5.054421233955648e-11,1.8517884612012184e-10,2.8050745857574424e-09,7.045754117758508e-07,1.9402019043287306e-10,1.0059930941628867e-06,5.833845459537299e-13,5.0988154042861265e-11,8.056282554347377e-11,6.565494807549018e-13,3.4415078214987404e-08,1.4021160998869511e-14,4.3631665105518935e-20,1.8010338763201352e-16,1.8151223338614845e-11,2.016793063556627e-08,8.063779061772743e-12,0.6103383388850339,0.0,6.596695720628713e-33,2.5999643359333046e-32,1.6094768603142723e-19,1.5843464742395753e-18
1.7000000000000002,1762.2657368982434,0.12090768874877515,9.015024621765588e-05,3.900870143809183e-09,2.1332936557071782e-09,6.67906436571197e-06,0.14844312588011596,1.1823124805984635e-12,5.259326204948289e-12,2.5687677563506046e-18,1.3190501060241234e-17,4.4737927319816154e-15,1.608273312134279e-16,5.501441535744102e-12,3.6522315294411724e-10,0.10090866914069582,0.03379166630458334,6.0641564258976154e-09,5.159944914959134e-09,2.4271821308995347e-14,2.536259000114393e-16,1.8403080240764857e-13,6.896669763132316e-20,1.2452376122122954e-14,2.198942247102986e-19,4.6259152557273376e-17,1.1776662450237815e-21,8.97868134535797e-21,1.8048196613854714e-16,3.4294184221961555e-14,5.136211753024225e-18,1.4290138242916266e-11,7.8636916447835e-11,2.024761196559589e-09,1.0447396746416572e-06,1.0816640890562377e-10,3.209572848402353e-07,8.837651274551274e-14,1.6237861257430374e-11,2.7102405230303514e-11,4.070684748276785e-13,5.1799579037304934e-08,1.7161547884807014e-14,2.6953647990685828e-20,9.910536985742814e-17,1.6371613248852926e-11,2.3765241832499942e-08,4.4979323312143754e-12,0.5958505594271973,0.0,7.304454587061221e-32,5.381979443434401e-31,3.153525947477051e-19,5.614759251907118e-18
1.8,1694.4224330532277,0.13985423246245712,5.230744221913373e-05,7.918259469345171e-10,3.536436660387453e-10,2.640423182072048e-06,0.13874653643478005,2.0604439485684484e-13,1.4847991851797764e-12,6.890306680454802e-19,5.345450132024852e-18,3.463903966466498e-15,1.1263436727843244e-16,9.02415721193763e-12,1.1900927079813317e-09,0.10779013999128015,0.0315250211229096,4.6182498712395156e-09,6.443727462940947e-09,2.51766482601023e-14,2.4301859334481556e-16,3.4818663648356293e-13,5.802482834679559e-20,2.8557327631289324e-14,4.551502319278657e-19,2.0431958276922885e-16,4.7052408966399145e-21,6.754562461570172e-20,1.8030748881465758e-16,6.85038109455767e-14,7.163595218571483e-18,3.812770496358244e-12,3.1523128550706564e-11,1.3889626057355599e-09,1.4956482122337272e-06,5.771834202574097e-11,1.0059443018893655e-07,1.3158911760895511e-14,5.089828549841081e-12,8.825072843008556e-12,2.3428957842302384e-13,7.413667116792712e-08,1.942439107007306e-14,1.5205897374705402e-20,5.125311804469398e-17,1.4191566990669905e-11,2.7270633457260984e-08,2.402216455922802e-12,0.5820274095517028,0.0,6.825904016744069e-31,9.514210759188837e-30,5.634020667161839e-19,1.8331005744126216e-17
